"sim.counter" "Tips" "y" "x1" "x2" "x3" "x4" "x5" "x6" "x7" "diet"
"205" 11 Ph 1.924761 1.773546 1.845911 -0.550862300  0.4982312000 1.1295439 -0.2103347000 -0.5775952543 "Herbivore"
"206" 11 Pg 1.699391 1.740886 1.759997 -0.675842600  0.7432978000 1.2430324  0.0545453400  0.9053221173 "Herbivore"
"207" 11 Pa 1.727039 1.649223 1.710546 -0.483454500  0.2915351000 1.0025770  0.0253597200 -0.3095719899 "Herbivore"
"208" 11 Pm 1.869172 1.722245 1.524766 -0.132733000  0.5009203000 1.3192668  0.2657039000 -1.4223512760 "Ommnivore"
"209" 11 Tt 2.160153 1.686671 1.445979 -0.117911000  0.7193042000 0.9432981  0.3184094000 -1.8466804318 "Ommnivore"
"210" 11 Ts 2.082796 1.702947 1.494607 -0.450037000  0.4874359000 1.0901462  0.4485849000 -0.9172535492 "Ommnivore"
"211" 11 Ae 1.743772 1.620843 1.425812 -0.420232000  0.5142742000 1.0569028  0.2087279000  0.7210075663 "Ommnivore"
"212" 11 Zv 1.904284 1.872918 1.481809 -0.595934500  0.5717784000 0.9741781  0.2468279000 -0.2046668910 "Ommnivore"
"213" 11 Zo 1.730180 1.751228 1.466393 -0.351362200  0.8822100000 0.9036919  0.2706284000 -0.1670984132 "Ommnivore"
"214" 11 La 1.799029 1.843759 1.437258 -0.348031800  0.8931587000 0.8801307  0.0184259000  1.1681339727 "Ommnivore"
"215" 11 Ls 1.664770 1.699856 1.511465 -0.538473100  0.5337398000 0.9554238 -0.0485038900 -1.6834989230 "Ommnivore"
"216" 11 Lv 1.859447 1.719814 1.332822 -0.322669600  0.6623543000 0.9316762  0.0063166770  0.4205443804 "Ommnivore"
"217" 12 Sa 1.809784 1.874729 1.489851 -0.349938800  0.5533968000 0.9226215  0.2825814000  1.1253937042 "Carnivore"
"218" 12 Sh 1.859779 2.044892 1.376202 -0.245676300  0.6551843000 1.1374050  0.3467574000  0.5611287788 "Carnivore"
"219" 12 Tl 1.993511 1.728219 1.363099 -0.219917200  1.2682770000 0.9562912  0.0938626600  0.7925178569 "Carnivore"
"220" 12 Mc 2.059660 1.688452 1.392244 -0.154725300  1.1247100000 0.9556337  0.1541299000 -0.3320443704 "Carnivore"
"221" 12 My 2.010113 1.559757 1.372129  0.044988920  1.0999680000 1.0281932  0.2526606000  1.0856244058 "Herbivore"
"222" 12 Pb 1.938670 1.507414 1.315355 -0.518237500  0.2999394000 0.9951727  0.0547095200  1.3005077963 "Herbivore"
"223" 12 Ph 2.044191 1.348540 1.370744 -0.889308600  0.5263671000 0.9231622  0.0003883378  0.0156333196 "Herbivore"
"224" 12 Pg 1.973510 1.414621 1.375813 -0.811091700  0.6149077000 0.8259776 -0.0964475300  0.4530739932 "Herbivore"
"225" 12 Pa 1.951649 1.597215 1.310219 -0.936883800  0.3983381000 0.8697980  0.1594517000  1.1334132744 "Herbivore"
"226" 12 Pm 2.012722 1.655592 1.479647 -0.510730900  0.7061058000 0.9074916  0.1728219000  1.3019885999 "Ommnivore"
"227" 12 Tt 1.692078 1.674251 1.507714 -0.659981500  1.1431800000 1.3740885  0.4978746000 -1.2508547876 "Ommnivore"
"228" 12 Ts 1.695109 1.645515 1.538226 -0.570266000  1.2289310000 1.2946125  0.3981921000  0.0643212158 "Ommnivore"
"229" 12 Ae 1.811107 1.831376 1.480643 -0.549249800  0.7903670000 1.1590213  0.2279801000 -0.4277643438 "Ommnivore"
"230" 12 Zv 1.899862 1.491800 1.541818 -0.684533300  0.7950254000 1.1551576  0.0641258000 -1.8142168534 "Ommnivore"
"231" 12 Zo 1.944094 1.448020 1.527270 -0.618641600  0.7894344000 1.2078093  0.0371477200 -3.1873841290 "Ommnivore"
"232" 12 La 1.928788 1.611158 1.460173 -0.118031700  0.6013745000 0.9324454 -0.1060819000 -0.7329051115 "Ommnivore"
"233" 12 Ls 1.896475 1.707696 1.465259 -0.255222800  0.4912966000 1.0103816  0.0030812570  0.3386216434 "Ommnivore"
"234" 12 Lv 2.087595 1.626291 1.495226 -0.177763300  0.6568902000 0.8275596 -0.1039924000 -0.7736807993 "Ommnivore"
"235" 13 Sa 1.824922 1.627668 1.336524 -0.293842300  0.8599547000 1.1613799 -0.0545355400 -0.5341364001 "Carnivore"
"236" 13 Sh 1.741075 1.723971 1.354266 -0.197598200  0.8523404000 1.0550641  0.2402171000  0.1661479518 "Carnivore"
"237" 13 Tl 1.824632 1.885088 1.642364 -0.588103900  1.0673620000 0.9840007  0.2630774000  1.0430436653 "Carnivore"
"238" 13 Mc 1.887886 1.902301 1.619561 -0.321947900  1.0693240000 1.2475589  0.2644054000  0.4090912665 "Carnivore"
"239" 13 My 1.840690 1.902247 1.685269 -0.336181900  1.0148840000 1.1211556  0.1705095000 -0.4441724964 "Herbivore"
"240" 13 Pb 1.862082 1.777079 1.656690 -0.806413200  1.0538330000 1.0500026  0.2586236000  0.3278776887 "Herbivore"
"241" 13 Ph 1.999011 1.751085 1.589066 -1.117091000  1.1672270000 1.0296133  0.2739295000  0.2808681139 "Herbivore"
"242" 13 Pg 1.901726 1.652120 1.622738 -1.279122000  1.0987830000 0.9358173  0.4145854000 -0.1307032561 "Herbivore"
"243" 13 Pa 1.930977 1.668241 1.656921 -0.853170000  0.7376876000 0.9201721  0.3205613000 -0.5961139395 "Herbivore"
"244" 13 Pm 1.690920 1.784627 1.650975 -1.009186000  0.9152117000 1.0700462  0.3917596000 -1.4362615065 "Ommnivore"
"245" 13 Tt 1.684626 1.771889 1.486074 -0.438225900  0.4792492000 0.8791166  0.4331813000 -1.7072734644 "Ommnivore"
"246" 13 Ts 1.831445 1.795200 1.529977 -0.587909000  0.9389568000 0.7812502  0.1818892000 -0.8535858611 "Ommnivore"
"247" 13 Ae 1.640617 1.859485 1.524421 -0.446391600  1.1509370000 0.9345498  0.3606659000 -2.4764687179 "Ommnivore"
"248" 13 Zv 1.631339 1.742953 1.452938 -0.578216600  0.5988469000 1.0485075  0.3806830000 -1.5887543433 "Ommnivore"
"249" 13 Zo 1.674288 1.758783 1.541074 -0.347832400  0.5434006000 1.0589826  0.3376692000  0.2574236469 "Ommnivore"
"250" 13 La 1.875085 1.599468 1.502652 -0.384779400  0.4001043000 0.9832989  0.1483942000 -0.0435519597 "Ommnivore"
"251" 13 Ls 1.625935 1.390041 1.589352 -0.087222070  0.4120616000 0.8807280  0.2377957000  1.5133878529 "Ommnivore"
"252" 13 Lv 1.738983 1.485990 1.592482 -0.081182400  0.4109232000 0.8827913  0.1807488000  0.6001378382 "Ommnivore"
"253" 14 Sa 1.746721 1.839908 1.544362 -0.383859500  0.4275278000 1.1735848  0.2822848000 -0.3707651167 "Carnivore"
"254" 14 Sh 1.818032 1.922908 1.494839 -0.377094600  0.4260138000 0.8949089  0.3798553000 -0.8694232296 "Carnivore"
"255" 14 Tl 2.101158 1.806851 1.430364 -0.507679300  0.6963774000 1.1514160  0.2016457000  0.7669098841 "Carnivore"
"256" 14 Mc 2.077069 1.604381 1.337526 -0.396843200  0.7294225000 0.9259655  0.2083702000  0.3928225139 "Carnivore"
"257" 14 My 2.118412 1.727494 1.391722 -0.182831300  0.6731584000 1.0022386  0.0658802000 -1.7748905955 "Herbivore"
"258" 14 Pb 2.102909 1.475536 1.489219 -0.152586000  0.6077337000 1.0976687 -0.2102334000 -0.2284534575 "Herbivore"
"259" 14 Ph 1.980554 1.598831 1.453743 -0.091864110  0.5845257000 1.2566153  0.2873933000 -0.4171677789 "Herbivore"
"260" 14 Pg 1.890646 1.629989 1.387347 -0.206089600  0.6355127000 1.1451362  0.1950004000  0.6240077261 "Herbivore"
"261" 14 Pa 1.957868 1.590974 1.413575 -0.064360320  0.6777802000 1.1843971 -0.0054980570  0.6851214927 "Herbivore"
"262" 14 Pm 2.118863 1.470976 1.480104 -0.784156300  0.5772195000 1.1670461 -0.1099076000 -0.4067403317 "Ommnivore"
"263" 14 Tt 2.155907 1.591377 1.476926 -0.065533040  0.7889504000 0.9093643 -0.0803681000  0.1220211792 "Ommnivore"
"264" 14 Ts 2.104835 1.731181 1.470833 -0.148754900  0.6553146000 0.9804296 -0.1547614000 -0.1334171025 "Ommnivore"
"265" 14 Ae 2.142688 1.828526 1.522634 -0.626523300  0.9877251000 0.9275814 -0.1807043000 -1.6674767948 "Ommnivore"
"266" 14 Zv 1.835583 1.583798 1.464008 -0.129415100  0.7774845000 1.0036922 -0.0433967900  0.4185603716 "Ommnivore"
"267" 14 Zo 1.866366 1.586085 1.446516  0.210146200  0.8536822000 1.0080431  0.0443951100 -0.7080713886 "Ommnivore"
"268" 14 La 1.851797 1.876456 1.450082 -0.312722000  0.9299001000 1.3474463 -0.0117575300  0.9368329834 "Ommnivore"
"269" 14 Ls 2.025237 1.768087 1.447541 -0.027312620  0.8611831000 1.4922227  0.3735635000 -1.9318099204 "Ommnivore"
"270" 14 Lv 2.024223 1.718711 1.367820  0.161493900  0.8448782000 1.3073039  0.2771262000 -0.8771276746 "Ommnivore"
"271" 15 Sa 1.997188 1.925237 1.415818 -0.612604700  1.0570570000 0.9919143  0.1560084000 -1.0289549689 "Carnivore"
"272" 15 Sh 1.899415 1.732004 1.413279 -0.337691800  0.4125088000 0.9813927  0.1096800000 -0.4766057944 "Carnivore"
"273" 15 Tl 1.863871 1.630764 1.279767 -0.307438200  0.5038119000 1.0515894  0.2069741000  0.9979922919 "Carnivore"
"274" 15 Mc 1.878437 1.579022 1.291724 -0.062301950  0.5569952000 1.0254537  0.1827141000 -0.7524207952 "Carnivore"
"275" 15 My 1.857080 1.565537 1.296350 -0.044240290  0.2526175000 1.0310639  0.0915176700 -1.3886756334 "Herbivore"
"276" 15 Pb 2.028078 1.693033 1.175608 -0.188362200  0.5542996000 1.0497172  0.1814374000  1.3178839354 "Herbivore"
"277" 15 Ph 2.050613 1.613180 1.191226 -0.299389600  0.2649953000 1.1610451  0.2251661000 -0.7861307750 "Herbivore"
"278" 15 Pg 1.973477 1.679077 1.186482 -0.033581290  0.1673630000 1.1153274  0.2904766000 -0.9946817288 "Herbivore"
"279" 15 Pa 2.053824 1.548930 1.163423 -0.469575300  0.1870505000 1.1557009  0.2204872000  0.0428964206 "Herbivore"
"280" 15 Pm 1.835992 1.597028 1.289660 -0.300357000  0.5979167000 0.9012185  0.0226535800  1.2881970501 "Ommnivore"
"281" 15 Tt 1.901961 1.703165 1.359723 -0.591350700  0.8344485000 1.0919162  0.1018690000  1.8875224825 "Ommnivore"
"282" 15 Ts 2.173342 1.779358 1.391950 -0.407597900  1.1756320000 0.9562751  0.2332002000 -1.6883631176 "Ommnivore"
"283" 15 Ae 2.048173 1.740111 1.329177 -0.084310490  0.6760826000 0.8574310  0.0661125000 -0.3465660119 "Ommnivore"
"284" 15 Zv 1.866326 1.681862 1.440174 -0.846582100  0.6615335000 1.2346783  0.0017575600 -2.7136615786 "Ommnivore"
"285" 15 Zo 1.871154 1.707515 1.486503 -0.647322800  1.0985190000 1.2975360  0.1041453000  1.3443677443 "Ommnivore"
"286" 15 La 1.918399 1.663450 1.474478 -0.354581600  0.8103209000 1.1483768  0.0831789500  1.5815899225 "Ommnivore"
"287" 15 Ls 1.866832 1.545830 1.356512 -0.432917800  0.9355689000 0.9882731  0.0928148700  0.9111225409 "Ommnivore"
"288" 15 Lv 1.895006 1.672617 1.349582 -0.510326800  0.8114419000 1.1858113  0.0395784700 -1.0156920838 "Ommnivore"
"289" 16 Sa 1.976291 1.595220 1.465404 -0.781650100  0.6160823000 0.8814884  0.2548982000  1.6243386930 "Carnivore"
"290" 16 Sh 1.849046 1.721436 1.592641 -0.598174100  0.8712403000 0.6659549  0.2979887000 -0.2417325040 "Carnivore"
"291" 16 Tl 2.192587 1.797370 1.374013 -0.139618300  0.4946136000 0.8151266  0.2457453000 -0.3382412292 "Carnivore"
"292" 16 Mc 2.205917 1.976801 1.354300 -0.124278600  0.3181968000 0.6922574 -0.1377046000  1.8065376420 "Carnivore"
"293" 16 My 2.205113 1.926067 1.368131 -0.070937590  0.5336573000 0.6216506  0.1293699000  0.3470983430 "Herbivore"
"294" 16 Pb 2.165433 1.711951 1.453474 -0.134937600  0.9716048000 0.8275947  0.2872874000  0.0688255073 "Herbivore"
"295" 16 Ph 2.099950 1.723589 1.374297 -0.450273000  1.0185500000 0.6478962  0.1054384000 -0.0413701104 "Herbivore"
"296" 16 Pg 2.118699 1.659912 1.390423 -0.241694100  1.0506030000 0.6676645  0.2735289000  1.2423138626 "Herbivore"
"297" 16 Pa 2.114452 1.779717 1.332484 -0.224298200  0.7558997000 0.8778273  0.2045787000 -1.7051571796 "Herbivore"
"298" 16 Pm 2.169304 1.592480 1.411437 -0.154290700  0.3683229000 0.8980876  0.2139710000 -0.3059117362 "Ommnivore"
"299" 16 Tt 2.229300 1.646456 1.399053 -0.700324400  0.7645203000 1.0408614  0.0421125700  1.2246218219 "Ommnivore"
"300" 16 Ts 2.112630 1.636732 1.379120 -0.354823000  0.6949814000 1.1219468 -0.1244638000 -1.2862739200 "Ommnivore"
"301" 16 Ae 2.028366 1.647797 1.478951 -0.380026300  0.8534887000 0.9067217  0.1050028000 -2.7069969859 "Ommnivore"
"302" 16 Zv 2.051884 1.802604 1.527655 -0.166155800  0.3777168000 1.1541659  0.1128527000 -1.4397790126 "Ommnivore"
"303" 16 Zo 2.166738 1.911565 1.602467 -0.220698600  0.3300677000 1.0794897  0.3174458000  1.4355676476 "Ommnivore"
"304" 16 La 1.949928 1.996000 1.534208  0.169596100  0.5264738000 1.1999963  0.2041264000 -1.0015188648 "Ommnivore"
"305" 16 Ls 2.118701 2.061997 1.387281 -0.156154800  0.6432273000 1.0688235  0.1340656000 -1.1005763951 "Ommnivore"
"306" 16 Lv 2.088851 2.066813 1.572720  0.005500430  0.4096529000 1.2351816  0.1354304000  0.6926222157 "Ommnivore"
"307" 17 Sa 1.969506 1.754298 1.371127 -0.200114200  0.6154840000 1.1530573  0.1674065000 -0.4702846003 "Carnivore"
"308" 17 Sh 1.849477 1.647253 1.420464 -0.180871900  0.6827127000 0.9539154  0.1846522000  0.2962595778 "Carnivore"
"309" 17 Tl 1.780878 1.635435 1.611322 -0.154145600  0.5942902000 1.2387808  0.1150574000  0.2233471449 "Carnivore"
"310" 17 Mc 1.792882 1.666766 1.599693 -0.307899000  0.5722355000 1.1834705  0.2906274000 -1.0307618270 "Carnivore"
"311" 17 My 1.728538 1.741939 1.556039 -0.380425900  0.8329936000 1.3208634  0.2059376000 -0.7662361906 "Herbivore"
"312" 17 Pb 1.839443 1.884753 1.576388  0.016174700  1.1009920000 1.0310605 -0.0955011300  1.9437454443 "Herbivore"
"313" 17 Ph 1.955044 1.678325 1.530309 -0.448224400  0.9476455000 1.0401996 -0.1201242000  0.0765685980 "Herbivore"
"314" 17 Pg 1.948188 1.645224 1.547525 -0.509658800  0.9383330000 0.9527509 -0.2053769000  2.0736489043 "Herbivore"
"315" 17 Pa 1.940507 1.590000 1.602533 -0.093275090  1.0590460000 0.9609008 -0.0162385400 -0.2916309179 "Herbivore"
"316" 17 Pm 1.942227 1.667594 1.584975 -0.223161200  0.8531622000 1.0651639  0.2176025000 -1.4079189255 "Ommnivore"
"317" 17 Tt 1.899983 1.980436 1.440417  0.113309200  0.6202820000 1.3793109 -0.0192881700  1.2957445804 "Ommnivore"
"318" 17 Ts 1.838829 1.845746 1.500850 -0.009117964  0.6318556000 1.4391217  0.0865479400  0.1029049039 "Ommnivore"
"319" 17 Ae 1.753507 1.789847 1.442871  0.224595200  0.7070463000 1.2778374 -0.0017162290  0.6067032273 "Ommnivore"
"320" 17 Zv 1.869403 1.836027 1.444456  0.133600800  0.8032926000 1.2662189 -0.0356403300  0.7065005997 "Ommnivore"
"321" 17 Zo 1.989561 1.878462 1.374257  0.124159400  0.8037349000 1.2777564 -0.0110030100 -2.0343194385 "Ommnivore"
"322" 17 La 1.872191 1.793671 1.449522  0.043151410  0.4495699000 1.0867086  0.2789592000  0.2632822090 "Ommnivore"
"323" 17 Ls 1.831930 1.874012 1.467347  0.090559570  0.6424912000 0.9293029  0.1422985000 -1.2474590326 "Ommnivore"
"324" 17 Lv 1.846319 1.812903 1.407981  0.096345040  0.3524683000 1.0145896  0.1012409000  0.1997896596 "Ommnivore"
"325" 18 Sa 1.845557 1.727221 1.465801 -0.220351100  0.7585681000 0.9202575  0.3839348000  0.1149143867 "Carnivore"
"326" 18 Sh 1.694875 1.799158 1.401441 -0.478686800  0.4061020000 0.9273697  0.1781995000  1.9130564530 "Carnivore"
"327" 18 Tl 1.670303 1.731759 1.238585 -0.611536000  0.6187612000 1.0094087  0.3990149000  0.5724613540 "Carnivore"
"328" 18 Mc 1.571764 2.153085 1.307133 -0.539574100  0.8816326000 0.8898826  0.2506290000 -0.7335061018 "Carnivore"
"329" 18 My 1.675366 1.943833 1.165315 -0.399844500  0.6446695000 0.9845806  0.2939652000  1.1788865389 "Herbivore"
"330" 18 Pb 1.899874 1.950816 1.339071 -0.198247800  0.8906911000 0.9678412  0.4640773000 -0.4965642261 "Herbivore"
"331" 18 Ph 1.930524 1.972676 1.311849 -0.320440100  0.8404297000 1.0839327  0.4002194000 -0.4431948947 "Herbivore"
"332" 18 Pg 1.867077 1.897163 1.354013 -0.275407000  0.8301030000 1.0877008  0.3773479000 -1.6240104318 "Herbivore"
"333" 18 Pa 1.888949 1.806028 1.402699  0.142514100  0.9453083000 1.0096500  0.1279554000 -0.9476669188 "Herbivore"
"334" 18 Pm 1.782853 1.950476 1.346799 -0.479349800  0.5225020000 1.0074119  0.4158806000 -0.7790602391 "Ommnivore"
"335" 18 Tt 1.573721 1.818976 1.419315 -0.612480100  0.4997646000 0.8248934  0.3136132000 -2.1744278293 "Ommnivore"
"336" 18 Ts 1.724215 1.687158 1.413785 -0.769943500  0.7703007000 1.0553298  0.1828941000 -0.7773019366 "Ommnivore"
"337" 18 Ae 1.643928 1.758045 1.355760 -0.390735900  0.6313192000 0.7740534  0.2898912000 -0.8728178842 "Ommnivore"
"338" 18 Zv 1.957878 1.618662 1.461829 -0.260485400  0.5479645000 0.9029266 -0.0475811000 -0.0060998018 "Ommnivore"
"339" 18 Zo 1.858124 1.737522 1.404580 -0.414674000  0.3445750000 0.8509126 -0.0988242200  1.2066749421 "Ommnivore"
"340" 18 La 1.590855 1.561602 1.403383  0.029785670  0.7899545000 0.9091354 -0.0856223600 -1.3904780677 "Ommnivore"
"341" 18 Ls 1.724579 1.682268 1.523376 -0.088264010  0.5331208000 0.9596461 -0.0146159200  1.0571010038 "Ommnivore"
"342" 18 Lv 1.836034 1.680565 1.477428 -0.122088400  0.6556593000 0.8765596  0.0785716200 -0.6811022103 "Ommnivore"
"343" 19 Sa 1.681966 1.729376 1.360032 -0.189338800  1.0710560000 1.0501982  0.0410910600  1.0068927795 "Carnivore"
"344" 19 Sh 1.687211 1.655083 1.355384 -0.370045100  0.8046227000 1.1007275  0.1069658000 -0.3243117919 "Carnivore"
"345" 19 Tl 1.973864 1.567668 1.536094 -1.181882000  0.7829185000 0.7693379  0.2712107000 -1.0464677020 "Carnivore"
"346" 19 Mc 1.839618 1.709824 1.462855 -1.107196000  0.8510367000 0.5656155  0.4075251000 -0.5471046019 "Carnivore"
"347" 19 My 1.882166 1.700410 1.412931 -0.785338900  0.8052698000 0.5178556  0.3514318000  1.3703415868 "Herbivore"
"348" 19 Pb 1.770082 1.846524 1.480826 -1.236453000  0.6836687000 0.5665495  0.0530114300  1.1725102124 "Herbivore"
"349" 19 Ph 2.004536 1.774909 1.481642 -1.050094000  0.8556279000 0.8158950  0.2069219000  0.3193801573 "Herbivore"
"350" 19 Pg 1.986094 1.913752 1.496536 -1.064231000  0.7653141000 0.8437127  0.0894669200 -0.3943733643 "Herbivore"
"351" 19 Pa 2.020557 1.892017 1.491309 -1.120132000  0.7098947000 0.5845907  0.1366280000  0.3628437405 "Herbivore"
"352" 19 Pm 1.807002 1.620669 1.379321 -0.989021400  0.6432769000 0.5692868  0.0299610300  0.2705728087 "Ommnivore"
"353" 19 Tt 1.912746 1.425752 1.508175 -0.526772900  0.8068100000 0.8976384  0.0421626700  0.4349745550 "Ommnivore"
"354" 19 Ts 1.978422 1.492938 1.468138 -0.708285300  0.8800678000 0.8348704  0.2646266000  0.7118770813 "Ommnivore"
"355" 19 Ae 2.021766 1.633710 1.520601 -0.702602200  1.3275000000 0.8066754  0.1132861000  1.3409042344 "Ommnivore"
"356" 19 Zv 1.645453 1.769138 1.320491 -0.153334200  1.0076100000 1.1381023  0.1066151000 -0.4505925771 "Ommnivore"
"357" 19 Zo 1.560694 1.878205 1.347496 -0.439155700  1.1366520000 1.1442105  0.1556610000 -0.3311038145 "Ommnivore"
"358" 19 La 1.704790 1.831501 1.261904 -0.557013000  0.7308121000 0.9662042  0.2003828000 -1.3076174274 "Ommnivore"
"359" 19 Ls 1.650378 1.901421 1.183490 -0.667988700  0.9173079000 0.9577744  0.1652268000  0.1707135376 "Ommnivore"
"360" 19 Lv 1.531491 1.814660 1.283636 -0.597906600  0.6468509000 0.9576100  0.1842131000  1.3686341882 "Ommnivore"
"361" 20 Sa 2.009942 1.711856 1.482448 -0.371162200  0.8334473000 1.2098345 -0.1119081000 -0.8400023945 "Carnivore"
"362" 20 Sh 1.887533 1.698221 1.430453 -0.701730600  0.8691416000 1.0829772  0.1427779000  0.0315851082 "Carnivore"
"363" 20 Tl 1.972257 1.911383 1.350742 -0.204592600  0.5455213000 0.8554623  0.1411378000 -1.1111345455 "Carnivore"
"364" 20 Mc 2.004647 2.071751 1.332239 -0.108425900  0.4116675000 0.8877397  0.2608527000  0.8740218458 "Carnivore"
"365" 20 My 1.932062 1.960830 1.267509 -0.233374600  0.3351444000 0.9413120  0.4000151000  0.2358364265 "Herbivore"
"366" 20 Pb 1.863044 1.677211 1.366216 -0.164591800  0.2971019000 0.8439779  0.2593271000  0.1176677865 "Herbivore"
"367" 20 Ph 1.962279 1.370547 1.461606 -0.029522570  0.5302167000 0.8171610  0.2160488000  0.1433658629 "Herbivore"
"368" 20 Pg 2.018901 1.529804 1.429949 -0.003981601  0.5729998000 0.7523630  0.2568063000  1.3414911704 "Herbivore"
"369" 20 Pa 2.110221 1.662083 1.281944 -0.062394440  0.5892783000 0.7181007  0.0805513900 -0.8090623039 "Herbivore"
"370" 20 Pm 1.966693 1.644605 1.362662 -0.085085440  0.6542298000 1.0687707  0.2755387000  0.3318634749 "Ommnivore"
"371" 20 Tt 1.977789 1.573534 1.286371 -0.572778000  0.4408527000 0.8757321  0.2094459000  2.1250247773 "Ommnivore"
"372" 20 Ts 1.980831 1.720016 1.362654 -0.662232100  0.6270011000 0.9789411  0.0393794500 -0.9544985802 "Ommnivore"
"373" 20 Ae 1.990373 1.789726 1.458711 -0.859271400  0.6019485000 1.0384244  0.1326424000  2.5230748303 "Ommnivore"
"374" 20 Zv 1.903442 1.760490 1.294930 -0.655183300  0.5256886000 0.7125667  0.0641666000 -1.2681661866 "Ommnivore"
"375" 20 Zo 1.824316 1.805950 1.254780 -0.721550600  0.7294278000 0.8319201  0.0668254000 -0.1637417885 "Ommnivore"
"376" 20 La 1.724150 1.825111 1.467952 -0.233923700  0.6921886000 0.8759020  0.0539591600  0.9652457734 "Ommnivore"
"377" 20 Ls 1.804551 1.865839 1.355173 -0.043748360  0.6440503000 0.8311120  0.3427951000 -0.4160288933 "Ommnivore"
"378" 20 Lv 1.811916 1.954625 1.346520 -0.038297620  0.4038528000 1.0069283  0.4060528000  0.8512576392 "Ommnivore"
"379" 21 Sa 1.870730 1.707466 1.518483 -0.561781100  0.2178238000 1.0455504  0.0406004400 -0.5018724006 "Carnivore"
"380" 21 Sh 1.959724 1.850471 1.414740 -0.621905300  0.5511463000 1.1065655  0.0108263600 -0.5488990363 "Carnivore"
"381" 21 Tl 1.681543 1.857207 1.434553 -0.263153600  0.5232930000 0.8453386  0.1428699000 -0.6755199056 "Carnivore"
"382" 21 Mc 1.589578 1.848614 1.572059 -0.407266300  0.3415281000 0.7399223  0.3132995000 -1.6240496301 "Carnivore"
"383" 21 My 1.716923 1.759396 1.570894 -0.134522300  0.6576312000 1.0232086  0.2473302000 -1.4739352695 "Herbivore"
"384" 21 Pb 1.642516 1.670678 1.412063 -0.518832800  0.5002162000 1.0369820  0.3478943000  0.0025794473 "Herbivore"
"385" 21 Ph 1.734592 1.637933 1.347804 -0.842970700  0.5562506000 1.2686511  0.3124185000  0.0164624173 "Herbivore"
"386" 21 Pg 1.673325 1.714582 1.249827 -0.743578900  0.5132031000 1.2552213  0.4423659000 -1.0507566030 "Herbivore"
"387" 21 Pa 1.728527 1.690081 1.330119 -0.078053260  0.3525243000 1.0739897  0.1798088000  1.3943113256 "Herbivore"
"388" 21 Pm 1.769274 1.943266 1.436527 -0.566750700  0.4366896000 1.0873959  0.2604231000  0.8042603775 "Ommnivore"
"389" 21 Tt 1.892622 1.766514 1.469253 -0.655147500  0.2113886000 1.2705203  0.3095422000  1.0189507723 "Ommnivore"
"390" 21 Ts 1.835868 1.793580 1.467464 -0.490416100  0.4646060000 1.2844547  0.1437296000  1.0970437243 "Ommnivore"
"391" 21 Ae 1.815054 1.866936 1.593532 -0.324588100  0.6147363000 1.0997523  0.4115471000 -0.4685693914 "Ommnivore"
"392" 21 Zv 1.628401 1.942021 1.502223 -0.236533900  0.7431193000 0.8120105  0.3079440000  2.3243852045 "Ommnivore"
"393" 21 Zo 1.690605 1.837942 1.469789 -0.109489000  0.6913006000 0.9093167  0.4532715000 -0.2441811124 "Ommnivore"
"394" 21 La 1.744275 1.784512 1.599398 -0.392540700  0.8081833000 0.8666039  0.1985425000  0.9542993093 "Ommnivore"
"395" 21 Ls 1.742863 1.630010 1.508582  0.109569400  0.4431675000 0.9693251  0.3349425000 -0.4084630038 "Ommnivore"
"396" 21 Lv 1.628378 1.599979 1.593776  0.390595800  0.5843992000 1.0134184  0.2822963000  0.1830271586 "Ommnivore"
"397" 22 Sa 1.820296 1.845884 1.386213  0.018683880  0.7084264000 0.9336669  0.1649040000 -0.6472411453 "Carnivore"
"398" 22 Sh 1.811734 1.712646 1.352044 -0.313850600  0.8330229000 0.9826466  0.0502162900  0.7055740965 "Carnivore"
"399" 22 Tl 1.936293 1.901966 1.378917 -0.697200700  1.0377030000 0.6404563 -0.0205067400  1.8681072966 "Carnivore"
"400" 22 Mc 1.843391 1.762523 1.307195 -0.649345200  1.1736630000 1.0161859  0.0227437300 -0.4692876359 "Carnivore"
"401" 22 My 1.871264 1.769408 1.312617 -0.336972300  0.8367682000 0.9168845 -0.1307935000 -1.5177834700 "Herbivore"
"402" 22 Pb 1.686403 1.595733 1.241889 -0.351367600  1.2705440000 1.0034496  0.0337206000  2.0405931083 "Herbivore"
"403" 22 Ph 1.727358 1.727555 1.274579 -0.676496700  1.2563650000 0.7442257  0.2334980000 -1.0364241892 "Herbivore"
"404" 22 Pg 1.512504 1.709206 1.287665 -0.311559800  1.3788300000 0.7784382  0.1604781000 -0.0680359244 "Herbivore"
"405" 22 Pa 1.654107 1.646335 1.265837 -0.259040000  1.2372310000 0.8379591  0.0770683600 -1.0966825425 "Herbivore"
"406" 22 Pm 1.725962 1.747597 1.331642 -0.540517300  1.6043720000 1.1767000  0.0199901400 -0.3423225669 "Ommnivore"
"407" 22 Tt 1.625152 1.825630 1.326832 -0.260619600  1.3013420000 1.0181131  0.1546549000 -1.5171364071 "Ommnivore"
"408" 22 Ts 1.803677 1.696941 1.405327 -0.244539300  1.2055440000 1.0545642  0.2778113000  1.4351451655 "Ommnivore"
"409" 22 Ae 1.576832 1.714658 1.466372 -0.303975000  1.2265980000 1.1435389  0.2526731000 -1.1110653374 "Ommnivore"
